"STATION","NAME","DATE","HLY-DEWP-10PCTL","HLY-DEWP-90PCTL","HLY-DEWP-NORMAL","HLY-HIDX-NORMAL","HLY-TEMP-10PCTL","HLY-TEMP-90PCTL","HLY-TEMP-NORMAL","HLY-WCHL-NORMAL"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-02T17:00:00","66.0","72.0","68.9","82.3","78.1","82.0","80.1","80.1"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-02T18:00:00","66.0","71.4","68.7","79.7","77.0","80.1","78.8","78.8"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-02T19:00:00","66.0","71.1","68.6","77.7","75.9","79.0","77.5","77.5"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-02T20:00:00","66.0","71.2","68.7","76.9","75.0","78.1","76.9","76.9"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-02T21:00:00","66.0","71.1","68.8","76.7","75.0","78.1","76.7","76.7"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-02T22:00:00","66.0","71.1","68.7","76.5","75.0","78.1","76.5","76.5"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-02T23:00:00","66.0","71.1","68.7","76.3","73.9","78.1","76.3","76.3"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-03T00:00:00","66.0","71.8","68.7","76.1","73.9","78.1","76.1","76.1"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-03T01:00:00","66.0","71.1","68.6","75.9","73.9","77.4","75.9","75.9"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-03T02:00:00","66.0","71.1","68.5","75.6","73.0","77.0","75.6","75.6"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-03T03:00:00","66.0","71.1","68.4","75.5","73.0","77.0","75.5","75.5"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-03T04:00:00","66.0","71.1","68.3","75.3","73.0","77.0","75.3","75.3"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-03T05:00:00","66.0","71.1","68.3","75.2","73.0","77.0","75.2","75.2"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-03T06:00:00","64.9","71.1","68.1","75.2","73.0","77.0","75.2","75.2"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-03T07:00:00","66.0","71.1","68.5","76.1","73.0","78.1","76.1","76.1"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-03T08:00:00","66.0","71.8","68.9","78.2","75.0","80.1","77.8","77.8"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-03T09:00:00","66.0","72.0","69.0","80.8","77.0","81.0","79.2","79.2"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-03T10:00:00","66.9","72.0","69.2","82.9","78.1","82.0","80.4","80.4"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-03T11:00:00","66.9","72.0","69.2","84.3","79.0","82.9","81.3","81.3"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-03T12:00:00","66.0","72.0","69.1","85.2","80.1","84.0","82.0","82.0"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-03T13:00:00","66.0","72.0","69.1","85.7","80.1","84.0","82.3","82.3"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-03T14:00:00","66.0","72.0","69.1","85.5","80.1","84.0","82.2","82.2"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-03T15:00:00","66.0","72.0","69.1","85.2","80.1","84.0","81.9","81.9"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-03T16:00:00","66.0","72.0","69.1","84.0","79.0","82.9","81.2","81.2"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-03T17:00:00","66.0","72.0","69.0","82.4","78.1","82.0","80.2","80.2"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-03T18:00:00","66.0","72.0","68.8","79.7","77.0","80.1","78.8","78.8"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-03T19:00:00","66.0","71.1","68.7","77.7","75.9","79.0","77.6","77.6"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-03T20:00:00","66.0","71.2","68.8","76.9","75.0","78.1","76.9","76.9"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-03T21:00:00","66.0","71.6","68.9","76.7","75.0","78.1","76.7","76.7"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-03T22:00:00","66.0","71.1","68.8","76.5","75.0","78.1","76.5","76.5"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-03T23:00:00","66.0","71.1","68.8","76.3","75.0","78.1","76.3","76.3"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-04T00:00:00","66.0","72.0","68.9","76.2","73.9","78.1","76.2","76.2"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-04T01:00:00","66.0","71.1","68.7","76.0","73.9","77.4","76.0","76.0"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-04T02:00:00","66.0","71.1","68.6","75.7","73.9","77.0","75.7","75.7"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-04T03:00:00","66.0","71.1","68.5","75.5","73.9","77.0","75.5","75.5"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-04T04:00:00","66.0","71.1","68.4","75.4","73.0","77.0","75.4","75.4"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-04T05:00:00","66.0","71.1","68.3","75.2","73.0","77.0","75.2","75.2"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-04T06:00:00","66.0","71.1","68.2","75.3","73.0","77.0","75.3","75.3"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-04T07:00:00","66.0","71.1","68.6","76.1","73.9","78.1","76.1","76.1"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-04T08:00:00","66.0","71.8","68.9","78.2","75.0","80.1","77.8","77.8"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-04T09:00:00","66.0","72.0","69.1","80.9","77.0","81.0","79.2","79.2"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-04T10:00:00","66.9","72.0","69.2","82.9","78.1","82.0","80.5","80.5"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-04T11:00:00","66.9","72.0","69.2","84.4","79.0","82.9","81.4","81.4"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-04T12:00:00","66.0","72.0","69.2","85.3","80.1","84.0","82.0","82.0"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-04T13:00:00","66.0","72.0","69.1","85.7","80.1","84.0","82.4","82.4"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-04T14:00:00","66.0","72.0","69.1","85.5","80.1","84.0","82.2","82.2"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-04T15:00:00","66.9","72.0","69.1","85.2","80.1","84.0","82.0","82.0"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-04T16:00:00","66.0","72.0","69.1","84.1","79.0","82.9","81.2","81.2"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-04T17:00:00","66.0","72.0","69.0","82.4","78.1","82.0","80.2","80.2"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-04T18:00:00","66.0","71.6","68.8","79.8","77.0","80.1","78.9","78.9"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-04T19:00:00","66.0","71.1","68.7","77.7","75.9","79.0","77.6","77.6"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-04T20:00:00","66.0","71.1","68.8","77.0","75.2","78.1","76.9","76.9"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-04T21:00:00","66.0","71.1","68.9","76.8","75.0","78.1","76.8","76.8"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-04T22:00:00","66.0","71.6","68.9","76.6","75.0","78.1","76.6","76.6"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-04T23:00:00","66.0","71.1","68.9","76.4","75.0","78.1","76.4","76.4"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-05T00:00:00","66.0","72.0","68.9","76.3","73.9","78.1","76.3","76.3"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-05T01:00:00","66.0","71.1","68.7","76.0","73.9","77.9","76.0","76.0"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-05T02:00:00","66.0","71.1","68.7","75.8","73.9","77.0","75.8","75.8"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-05T03:00:00","66.0","71.1","68.5","75.6","73.9","77.0","75.6","75.6"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-05T04:00:00","66.0","71.1","68.5","75.4","73.0","77.0","75.4","75.4"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-05T05:00:00","66.0","71.1","68.4","75.3","73.0","77.0","75.3","75.3"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-05T06:00:00","64.9","71.1","68.2","75.3","73.0","77.0","75.3","75.3"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-05T07:00:00","66.0","71.1","68.6","76.2","73.9","78.1","76.2","76.2"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-05T08:00:00","66.0","72.0","69.0","78.3","75.2","80.1","77.8","77.8"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-05T09:00:00","66.0","72.0","69.1","80.9","77.0","81.0","79.3","79.3"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-05T10:00:00","66.9","72.0","69.2","82.9","78.1","82.0","80.5","80.5"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-05T11:00:00","66.9","72.0","69.2","84.4","79.0","82.9","81.4","81.4"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-05T12:00:00","66.0","72.0","69.2","85.3","80.1","84.0","82.0","82.0"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-05T13:00:00","66.0","72.0","69.1","85.8","80.1","84.0","82.4","82.4"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-05T14:00:00","66.0","72.0","69.1","85.6","80.1","84.0","82.3","82.3"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-05T15:00:00","66.9","72.0","69.1","85.3","80.1","84.0","82.0","82.0"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-05T16:00:00","66.0","72.0","69.1","84.2","79.0","82.9","81.3","81.3"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-05T17:00:00","66.0","72.0","69.0","82.6","78.1","82.0","80.3","80.3"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-05T18:00:00","66.0","71.4","68.8","79.9","77.0","80.1","78.9","78.9"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-05T19:00:00","66.0","71.1","68.7","77.7","75.9","79.0","77.6","77.6"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-05T20:00:00","66.0","71.1","68.7","77.0","75.2","78.1","77.0","77.0"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-05T21:00:00","66.0","71.1","68.9","76.8","75.0","78.1","76.8","76.8"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-05T22:00:00","66.0","71.1","68.9","76.6","75.0","78.1","76.6","76.6"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-05T23:00:00","66.0","71.1","68.9","76.4","75.0","78.1","76.4","76.4"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-06T00:00:00","66.0","72.0","68.9","76.3","74.5","78.1","76.3","76.3"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-06T01:00:00","66.0","71.1","68.7","76.0","73.9","78.1","76.0","76.0"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-06T02:00:00","66.0","71.1","68.7","75.8","73.9","77.0","75.8","75.8"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-06T03:00:00","66.0","71.1","68.5","75.6","73.9","77.0","75.6","75.6"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-06T04:00:00","66.0","71.1","68.4","75.5","73.0","77.0","75.5","75.5"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-06T05:00:00","66.0","71.1","68.3","75.3","73.0","77.0","75.3","75.3"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-06T06:00:00","64.9","71.1","68.2","75.3","73.0","77.0","75.3","75.3"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-06T07:00:00","66.0","71.1","68.6","76.2","73.9","78.1","76.2","76.2"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-06T08:00:00","66.0","72.0","69.0","78.3","75.6","80.1","77.9","77.9"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-06T09:00:00","66.0","72.0","69.1","80.9","77.0","81.0","79.3","79.3"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-06T10:00:00","66.9","72.0","69.2","82.9","78.1","82.0","80.5","80.5"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-06T11:00:00","66.9","72.0","69.3","84.4","79.0","82.9","81.4","81.4"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-06T12:00:00","66.0","72.0","69.2","85.3","80.1","84.0","82.0","82.0"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-06T13:00:00","66.0","72.0","69.1","85.8","80.1","84.0","82.4","82.4"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-06T14:00:00","66.0","72.0","69.1","85.6","80.1","84.0","82.3","82.3"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-06T15:00:00","66.9","72.0","69.1","85.3","80.1","84.0","82.1","82.1"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-06T16:00:00","66.9","72.0","69.1","84.2","79.0","82.9","81.3","81.3"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-06T17:00:00","66.0","72.0","69.0","82.6","78.1","82.0","80.3","80.3"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-06T18:00:00","66.0","71.4","68.8","79.9","77.0","80.1","79.0","79.0"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-06T19:00:00","66.0","71.1","68.7","77.8","75.9","79.0","77.6","77.6"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-06T20:00:00","66.0","71.2","68.8","77.0","75.0","78.1","77.0","77.0"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-06T21:00:00","66.0","71.6","68.9","76.8","75.0","78.1","76.8","76.8"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-06T22:00:00","66.0","72.0","68.9","76.6","75.0","78.1","76.6","76.6"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-06T23:00:00","66.0","71.1","69.0","76.4","75.0","78.1","76.4","76.4"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-07T00:00:00","66.0","72.0","69.0","76.3","73.9","78.1","76.3","76.3"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-07T01:00:00","66.0","71.1","68.8","76.0","73.9","78.1","76.0","76.0"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-07T02:00:00","66.0","71.1","68.7","75.8","73.9","77.0","75.8","75.8"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-07T03:00:00","66.0","71.1","68.6","75.6","73.9","77.0","75.6","75.6"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-07T04:00:00","66.0","71.1","68.5","75.5","73.0","77.0","75.5","75.5"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-07T05:00:00","66.0","71.1","68.4","75.3","73.0","77.0","75.3","75.3"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-07T06:00:00","64.9","71.1","68.2","75.3","73.0","77.0","75.3","75.3"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-07T07:00:00","66.0","71.1","68.7","76.2","73.9","78.1","76.2","76.2"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-07T08:00:00","66.0","72.0","69.1","78.3","75.2","80.1","77.9","77.9"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-07T09:00:00","66.2","72.0","69.2","81.0","77.0","81.0","79.3","79.3"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-07T10:00:00","66.9","72.0","69.3","83.0","78.1","82.0","80.5","80.5"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-07T11:00:00","66.9","72.0","69.3","84.5","79.0","82.9","81.4","81.4"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-07T12:00:00","66.2","72.0","69.2","85.4","80.1","84.0","82.1","82.1"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-07T13:00:00","66.0","72.0","69.2","85.8","80.1","84.0","82.4","82.4"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-07T14:00:00","66.0","72.0","69.2","85.8","80.1","84.0","82.4","82.4"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-07T15:00:00","66.9","72.0","69.1","85.4","80.1","84.0","82.1","82.1"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-07T16:00:00","66.9","72.0","69.1","84.3","79.0","82.9","81.4","81.4"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-07T17:00:00","66.0","72.0","69.0","82.8","78.1","82.0","80.4","80.4"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-07T18:00:00","66.0","71.4","68.9","80.0","77.0","80.4","79.0","79.0"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-07T19:00:00","66.0","71.1","68.8","77.8","75.9","79.0","77.7","77.7"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-07T20:00:00","66.0","71.6","68.9","77.1","75.2","78.4","77.0","77.0"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-07T21:00:00","66.0","72.0","69.0","76.8","75.0","78.1","76.8","76.8"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-07T22:00:00","66.0","72.0","69.0","76.7","75.0","78.1","76.6","76.6"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-07T23:00:00","66.0","71.1","69.0","76.5","75.0","78.1","76.5","76.5"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-08T00:00:00","66.0","72.0","69.1","76.3","73.9","78.1","76.3","76.3"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-08T01:00:00","66.0","71.1","68.8","76.1","73.9","78.1","76.1","76.1"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-08T02:00:00","66.0","71.1","68.7","75.8","73.9","77.5","75.8","75.8"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-08T03:00:00","66.0","71.1","68.6","75.6","73.0","77.0","75.6","75.6"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-08T04:00:00","66.0","71.1","68.5","75.5","73.0","77.0","75.5","75.5"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-08T05:00:00","66.0","71.1","68.5","75.4","73.0","77.0","75.4","75.4"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-08T06:00:00","64.9","71.1","68.3","75.4","73.0","77.0","75.4","75.4"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-08T07:00:00","66.0","71.1","68.8","76.2","73.9","78.1","76.2","76.2"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-08T08:00:00","66.0","72.0","69.1","78.4","75.4","80.1","77.9","77.9"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-08T09:00:00","66.9","72.0","69.2","81.0","77.0","81.0","79.3","79.3"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-08T10:00:00","66.9","72.0","69.4","83.1","78.1","82.2","80.5","80.5"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-08T11:00:00","66.9","72.0","69.4","84.6","79.0","82.9","81.5","81.5"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-08T12:00:00","66.9","72.0","69.3","85.4","80.1","84.0","82.1","82.1"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-08T13:00:00","66.9","72.0","69.3","85.9","80.1","84.0","82.5","82.5"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-08T14:00:00","66.9","72.0","69.2","85.8","80.1","84.0","82.4","82.4"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-08T15:00:00","66.9","72.0","69.2","85.4","80.1","84.0","82.1","82.1"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-08T16:00:00","66.9","72.0","69.2","84.4","79.0","82.9","81.4","81.4"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-08T17:00:00","66.0","72.0","69.1","82.8","78.8","82.0","80.4","80.4"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-08T18:00:00","66.0","72.0","69.0","80.1","77.0","81.0","79.1","79.1"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-08T19:00:00","66.0","71.8","68.9","77.9","75.9","79.0","77.7","77.7"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-08T20:00:00","66.0","72.0","68.9","77.1","75.7","78.6","77.1","77.1"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-08T21:00:00","66.0","72.0","69.0","76.9","75.0","78.1","76.9","76.9"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-08T22:00:00","66.0","72.0","69.0","76.7","75.0","78.1","76.7","76.7"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-08T23:00:00","66.0","72.0","69.1","76.5","75.0","78.1","76.5","76.5"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-09T00:00:00","66.9","72.0","69.1","76.4","75.0","78.1","76.4","76.4"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-09T01:00:00","66.0","71.1","68.9","76.1","73.9","78.1","76.1","76.1"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-09T02:00:00","66.0","71.6","68.8","75.9","73.9","78.1","75.9","75.9"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-09T03:00:00","66.0","71.1","68.7","75.7","73.8","77.0","75.7","75.7"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-09T04:00:00","66.0","71.1","68.6","75.5","73.0","77.0","75.5","75.5"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-09T05:00:00","66.0","71.1","68.5","75.4","73.0","77.0","75.4","75.4"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-09T06:00:00","64.9","71.1","68.3","75.4","73.0","77.0","75.4","75.4"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-09T07:00:00","66.0","71.2","68.8","76.2","73.9","78.1","76.2","76.2"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-09T08:00:00","66.9","72.0","69.2","78.4","75.0","80.1","77.9","77.9"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-09T09:00:00","66.9","72.0","69.3","81.1","77.0","81.0","79.3","79.3"
